ICMMME--Ei	2016	2016 Int. Conf. on Mechanical, Materials, and Manufacturing Engineering (ICMMME 2016)--EI&SCOPUS	SEOUL
ICMMR	2016	2016 3rd International Conference on Mechanics and Mechatronics Research (ICMMR 2016)--Ei & Scopus	CHONGQING
ICMMR	2017	2017 4th International Conference on Mechanics and Mechatronics Research (ICMMR 2017) - Ei Compendex, Scopus and CPCI	XI'AN
ICMMR-Ei	2016	Ei & Scopus--2016 3rd International Conference on Mechanics and Mechatronics Research (ICMMR 2016)	CHONGQING
ICMMR-Ei	2017	2017 4th International Conference on Mechanics and Mechatronics Research (ICMMR 2017) - Ei Compendex, Scopus and CPCI	XI'AN
ICMMT	2016	SCOPUS-2016 7th International Conference on Material and Manufacturing Technology (ICMMT 2016)--Ei Compendex	CHIANG MAI
ICMR	2016	International Conference on Multimedia Retrieval	NEW YORK
ICMR	2017	ACM International Conference on Multimedia Retrieval	BUCHAREST
ICMRE	2017	2017 3rd International Conference on Mechatronics and Robotics Engineering (ICMRE 2017)- Springer, Scopus	PARIS
ICMSCE	2017	2017 International Conference on Mechanical Systems and Control Engineering (ICMSCE 2017)--Ei Compendex, Scopus	ABDULLAH GÜL UNIVERSITY
ICMSC--EI	2016	EI &Scopus--2016 International Conference on Mechanical, System and Control Engineering (ICMSC 2016)	MOSCOW
ICMSI-Ei	2016	SCOPUS, Ei--2016 International Conference on Materials and Structural Integrity (ICMSI 2016)	PARIS
ICMST	2016	2016 7th International Conference on Manufacturing Science and Technology (ICMST 2016)--Ei Compendex, Scopus	SARAWAK
ICMST--Ei	2016	Ei Compendex, Scopus--2016 7th International Conference on Manufacturing Science and Technology (ICMST 2016)	SARAWAK
ICMV	2016	EI Compendex & SCOPUS - 2016 The 9th International Conference on Machine Vision (SPIE-ICMV 2016)	NICE
ICMVA	2016	2016 2nd International Conference on Machine Vision and Applications (ICMVA 2016)	BEIJING
ICNCC - ACM	2016	5th International Conference on Network, Communication and Computing - ACM	KYOTO
ICNME-Ei	2016	Ei Compendex, Scopus--2016 4th International Conference on Nano and Materials Engineering (ICNME 2016)	BALI
ICOAC	2016	ICOAC 2016 2nd International Conference on Automatic Control - SCOPUS, Ei Compendex	ISTANBUL
ICOAE	2016	2016 International Conference on Aerospace Engineering (ICOAE 2016) - IEEE Xplore and Ei Compendex	MOSCOW
ICOAI	2016	2016 3th International Conference on Artificial Intelligence (ICOAI 2016)	LIMERICK CITY
ICOK	2016	2016 International Conference on Knowledge (ICOK 2016)	LONDON
ICOK	2017	2017 2nd International Conference on Knowledge (ICOK 2017)	CHENGDU
ICONIP	2015	LNCS 22nd International Conference on Neural Information Processing	ISTANBUL
ICONIP	2016	The 23rd International Conference on Neural Information Processing	KYOTO
ICORES	2017	International Conference on Operations Research and Enterprise Systems	PORTO
ICOSE	2017	2017 International Conference on Software Engineering (ICOSE 2017) -- EI &Scopus	BEIJING
ICPCO	2016	2016 2nd International Conference on Power Control and Optimization (ICPCO 2016)--Ei & Scopus	CHONGQING
ICPRAM	2017	International Conference on Pattern Recognition Applications and Methods	PORTO
ICRAE	2016	2016 International Conference on Robotics and Automation Engineering (ICRAE 2016)--EI compendex	JEJU ISLAND
ICRAI	2016	2016 2nd International Conference on Robotics and Artificial Intelligence (ICRAI 2016)-SCOPUS, Ei Compendex	LOS ANGELES
ICRAS	2017	2017 International Conference on Robotics and Automation Sciences (ICRAS 2017)--IEEE, Ei Compendex and Scopus	HONG KONG
ICRCA	2016	2016 International Conference on Robot Control and Automation (ICRCA 2016)--EI, SCOPUS & ISI	TOKYO
ICRMM	2017	2017 4th International Conference on Robotics, Mechanics and Mechatronics (ICRMM 2017)-Ei and Scopus	PENANG
ICRMV	2016	2016 International Conference on Robotics and Machine Vision (ICRMV 2016)-Scopus, Ei & Web of Science (CPCI)	MOSCOW
ICROM	2016	ICROM 2016 The 3rd International Conference on Robotics and Mechatronics(SCOPUS, Ei Compendex)	SINGAPORE
ICRV	2016	ICRV 2016 2nd International Conference on Robotics and Vision - Scopus, Ei Compendex	TOKYO
ICRV	2017	IEEE--2017 3rd International Conference on Robotics and Vision (ICRV 2017)--Ei Compendex and Scopus	WUHAN
ICSAE	2016	ICSAE 2016 2nd International Conference on Sustainable Automotive Engineering--EI Compendex	LUCERNE
ICSCA	2017	6th International Conference on Software and Computer Applications (ICSCA 2017)-Ei Compendex	BANGKOK
ICSCE	2017	International Conference on Soft Computing in Engineering	JAIPUR
ICSENT	2016	5th International Conference on Software Engineering and New Technologies	ISTANBUL
ICSH	2015	International Conference for Smart Health	PHOENIX
ICSIBO	2016	International Conference on Swarm Intelligence Based Optimization	MULHOUSE
ICSIP-IEEE	2017	2nd International Conference on Signal and Image Processing - IEEE	SINGAPORE
ICSMA-Ei	2016	Ei Compendex, Scopus--2016 2nd International Conference on Sensors and Mechanical Automation (ICSMA 2016)	BALI
ICSR	2016	The 8th International Conference on Social Robotics	KANSAS CITY
ICSRS	2016	IEEE-2016 International Conference on System Reliability and Science (ICSRS 2016)-EI Compendex	PARIS
ICTAI	2016	IEEE International Conference on Tools with Artificial Intelligence	SAN JOSE
ICTCC	2017	3rd International Conference on NaTure of Computation and Communication	HUE CITY
ICTLE-Ei	2016	SCOPUS and Ei Compendex - 2016 5th International Conference on Traffic and Logistic Engineering (ICTLE 2016)	SHARJAH
ICTTE-Ei	2016	EI Compendex--(ICTTE 2016)2016 5th International Conference on Transportation and Traffic Engineering	LUCERNE
ICVED	2016	ICVED 2016 2nd International Conference on Vehicle Engineering and Design--EI Compendex	LUCERNE
ICVR	2016	EBSCO--2016 2nd International Conference on Virtual Reality (ICVR2016)	CHENGDU
ICVR	2017	2017 3rd International Conference on Virtual Reality ICVR 2017	HONG KONG
ICWAPR	2015	2015 International Conference on Wavelet Analysis and Pattern Recongition	GUANGZHOU
ICWS	2013	IEEE 20th International Conference on Web Services	SANTA CLARA
IDA	2015	The 14th International Symposium on Intelligent Data Analysis	SAINT
IDA	2016	The 15th International Symposium on Intelligent Data Analysis	STOCKHOLM
IDAM	2014	The 4th Intelligent Data Analysis and Management	KAOHSIUNG
IDAP	2016	International Artificial Intelligence and Data Processing Symposium	MALATYA
IDAP	2017	International Artificial Intelligence and Data Processing Symposium	MALATYA
IDAR	2011	SIGMOD/PODS PhD Workshop on Innovative Database Research	ATHENS
IDAVis	2016	IDAVis 2016: Workshop on intelligent data analytics and visualization	HANGZHOU
IDEA	2015	KDD 2015 Workshop on Interactive Data Exploration and Analysis	SYDNEY
IDEA	2016	KDD 2016 Workshop on Interactive Data Exploration and Analytics (IDEA)	SAN FRANCISCO
IDEAL	2015	The 16th International Conference on Intelligent Data Engineering and Automated Learning	WROCLAW
IDEAL	2016	17th International Conference on Intelligent Data Engineering and Automated Learning	YANGZHOU
IDEAS '11D	2011	15th International Database Engineering & Applications Symposium	LISBON
IDEAS	2011	IDEAS'11: 15th International Database Engineering & Applications Symposium	LISBON
IDEAS	2012	16th International Database Engineering & Applications Symposium	PRAGUE
IDEAS	2013	17th International Database Engineering & Applications Symposium	BARCELONA
iDSC	2017	1st International Data Science Conference	SALZBURG
IE	2016	12th International Conference on Intelligent Environments	LONDON
IEA/AIE	2017	The 30th International Conference on Industrial, Engineering, Other Applications of Applied Intelligent Systems	ARRAS
IEA/AIE 2017 PGM Track	2017	IEA/AIE 2017 - Special Track on Graphical Models: from Theory to Applications	ARRAS
IEA/AIE NAAD	2017	Special Track on Novel Approaches to Anomaly Detection	ARRAS
IEEEBDAM	2015	IEEE Workshop on Big Data for Advanced Manufacturing	SANTA CLARA
IEEE BigComp	2017	[Deadline Extension Oct 21, 2016] 2017 IEEE International Conference on Big Data and Smart Computing	JEJU ISLAND
IEEE BigDataService	2016	IEEE International Conference on Big Data Computing Service and Applications	OXFORD
IEEE-CCSSE	2016	2016 2nd International Conference on Control Science and Systems Engineering (CCSSE 2016)--IEEE Xplore and Ei Compendex	SINGAPORE
IEEE CISDA	2016	2016 IEEE Symposium on Computational Intelligence for Security and Defense Applications	ATHENS
IEEE CPBG	2015	The 1st IEEE International Workshop on Classification Problems Embedded in the Nature of Big Data	HELSINKI
IEEE CSCloud	2016	The 3rd IEEE International Conference on Cyber Security and Cloud Computing	BEIJING
IEEE DSAA	2016	IEEE DSAA'2016: IEEE International Conference on Data Science and Advanced Analytics	MONTREAL
IEEE HPSC	2016	The 3rd IEEE International Conference on High Performance and Smart Computing	SHENZHEN
IEEE ICCAR	2016	IEEE 2016 The 2nd International Conference on Control, Automation and Robotics (ICCAR 2016)—Ei Compendex	HONG KONG
IEEE--ICCCBDA	2016	EI,IEEE--2016 International Conference on Cloud Computing and Big Data Analysis (ICCCBDA 2016)	CHENGDU
IEEE-ICCCBDA	2017	2nd International Conference on Cloud Computing and Big Data Analysis ICCCBDA -IEEE,Ei Compendex	CHENGDU
IEEE ICCRE	2016	2016 IEEE International Conference on Control and Robotics Engineering (ICCRE 2016)--Ei	SINGAPORE
IEEE-ICDDM	2017	IEEE--2017 6th International Workshops on Database and Data Mining (ICDDM 2017)--Ei Compendex	CHENGDU
IEEE-ICICM	2016	2016 IEEE International Conference on Integrated Circuits and Microsystems (ICICM 2016)--EI & SCOPUS	CHENGDU
IEEE-ICIM	2017	2017 3rd IEEE International Conference on Information Management (ICIM 2017)--Ei Compendex	CHENGDU
IEEE-ICISE	2016	2016 International Conference on Information Systems Engineering (ICISE 2016) - IEEE Xplore, Ei Compendex	LOS ANGELES
IEEE ICKEA	2016	2016 3rd International Conference on Knowledge Engineering and Applications (ICKEA 2016)	SINGAPORE
IEEE--ICOIP	2016	2016 International Conference on Optoelectronics and Image Processing-(ICOIP 2016)--IEEE, Ei	WARSAW
IEEE ICRAI	2016	2nd International Conference on Robotics and Artificial Intelligence	ISLAMABAD
IEEE-ICRAS	2016	IEEE-2016 2th International Conference on Robotics and Automation Sciences (ICRAS 2016)-Ei Compendex	NEW TAIPEI
IEEE-ICRAS	2017	2017 International Conference on Robotics and Automation Sciences (ICRAS 2017)--IEEE, Ei Compendex and Scopus	HONG KONG
IEEE-ICSRS	2016	IEEE-2016 International Conference on System Reliability and Science (ICSRS 2016)-EI Compendex	PARIS
IEEE-ISCMI	2016	2016 3rd Intl. Conference on Soft Computing & Machine Intelligence (ISCMI 2016)-IEEE Xplore, Ei	DUBAI
IEEE ITOEC	2017	2017 IEEE 3rd Information Technology and Mechatronics Engineering Conference	CHONGQING
IEEE SMC	2015	IEEE International Conference on Systems, Man, and Cybernatics	HONG KONG
IES	2015	The 19th Asia Pacific Symposium on Intelligent and Evolutionary Systems	BANGKOK
IFAC World Congress SIMCA	2017	IFAC WORLD CONGRESS '2017 OPEN INVITED TRACK on SYSTEM IDENTIFICATION for MANUFACTURING CONTROL APPLICATIONS	TOULOUSE
IFSA-EUSFLAT	2015	SS on Data Mining and Knowledge Discovery (30 June-3 July, Gijón, Spain)	GIJÓN
IIP	2016	9th International Conference on Intelligent Infoemation Processing	MELBOURNE
IITI	2016	Intelligent Information Technologies for Industry	ROSTOV
IJCAI	2016	Twenty-Fifth International Joint Conference on Artificial Intelligence	NEW YORK
IJCAI	2017	International Joint Conference on Artificial Intelligence	MELBOURNE
IJCAI-KDHEALTH	2016	Workshop on Knowledge Discovery in Healthcare Data	NEW YORK
IJCAI-SBD	2016	IJCAI 2016 Workshop on Scholarly Big Data: AI Perspectives, Challenges, and Ideas	NEW YORK
IJCNN	2017	International Joint Conference on Neural Networks	ANCHORAGE
IJCNN SS on Audio Applications	2017	IJCNN 2017 Special Session on Computational Intelligence Algorithms for Digital Audio Applications	ANCHORAGE
IJCRS	2016	International Joint Conference on Rough Sets	SANTIAGO
IKE	2011	The 2011 International Conference on Information and Knowledge Engineering	LAS VEGAS
ILP	2015	The 25th International Conference on Inductive Logic Programming	KYOTO
ILP	2016	The 26th International Conference on Inductive Logic Programming	LONDON
IMDM	2013	First Workshop on In-Memory Data Management - Applications and Architectures	KOBLENZ
IML	2015	Special Session on Incremental Machine Learning	FUKUOKA
IML	2016	IJCAI International Workshop on Interactive Machine Learning	NEW YORK
IMMM	2016	The Sixth International Conference on Advances in Information Mining and Management	VALENCIA
IMS	2016	First International Workshop on Intelligent Mentoring Systems in conjunction with ITS2016	ZAGREB
INCISCOS	2016	International Conference on Information Systems and Computer Science	QUITO
INDIACom-2016(OMSA)	2016	Special Session - Opinion Mining and Sentiment Analysis	NEW DELHI
Industry Track RuleML	2016	10th International Web Rule Symposium (RuleML) 2016 Industry Track	STONY BROOK UNIVERSITY
Infer	2016	International Workshop on Inference and Privacy in a Hyperconnected World	DARMSTADT
INFORMS-DMA	2015	2015 INFORMS Workshop on Data Mining and Analytics	PHILADELPHIA
Infovis & ML CFP at ESANN	2016	Special session on Information Visualisation and Machine Learning: Techniques, Validation and Integration at ESANN 2016	BRUGES
INISTA	2015	2015 IEEE International Symposium on INnovations in Intelligent SysTems and Applications	MADRID
INISTA	2016	International Symposium on INnovations in Intelligent SysTems and Applications	SINAIA
INIT/AERFAISummerSchoolML	2017	INIT/AERFAI Summer School on Machine Learning	BENICASSIM
Insight	2016	Scientific data as viewed from an aesthetic perspective	KLAGENFURT
INTECH	2012	The Second International Conference on Innovative Computing Technology	RABAT
IntelliSys	2015	SAI Intelligent Systems Conference 2015	LONDON
InWebTech	2015	Innovations in Web Technologies (InWebTech 2015)	GDYNIA
IoA -	2016	The IEEE/ACM/WIC Workshop on the Internet of Agents	OMAHA
IoTAAL - PIMRC	2016	2nd IEEE International Workshop on Internet of Things for Ambient Assisted Living (IoTAAL) - IEEE PIMRC 2016, Valencia, Spain - Sept 4, 2016	VALENCIA
IP	2015	IJCAI 2015 Workshop in INTELLIGENT PERSONALIZATION (IP'2015)	BUENOS AIRES
IPMU	2018	17th Information Processing and Management of Uncertainty in Knowledge-Based Systems Conference	CADIZ
IROS	2016	IEEE/RSJ International Conference on Intelligent Robots and Systems	DAEJEON
IROS	2017	IEEE/RSJ International Conference on Intelligent Robots and Systems	VANCOUVER
IRRATIONAL	2016	IMPERFECT DECISION MAKERS: ADMITTING REAL-WORLD RATIONALITY	BARCELONA
ISAIR	2016	The 1st International Symposium on Artificial Intelligence and Robotics 2016	WUHAN
ISAIR	2017	The 2nd International Symposium on Artificial Intelligence and Robotics 2017	KITAKYUSHU
ISCBI	2015	3rd International Symposium on Computational and Business Intelligence	BALI
ISCBI	2016	4th International Symposium on Computational and Business Intelligence	OLTEN
ISCI	2012	2012 IEEE Symposium on Computers & Informatics	PENANG
ISCMI	2015	2nd Intl. Conference on Soft Computing & Machine Intelligence	HONG KONG
ISCMI	2016	3rd Intl. Conference on Soft Computing & Machine Intelligence	DUBAI
ISDM@FLAIRS	2017	Intelligent Support for Decision Making at FLAIRS-30	MARCO ISLAND
ISDSA	2016	First International Symposium on Data Science and Applications	MILAN
ISICS	2016	International Symposium on Intelligent Computing Systems	MÉRIDA
ISIS	2017	The 18th International Symposium on Advanced Intelligent Systems (ISIS2017)	DAEGU
ISM	2015	IEEE International Symposium on Multimedia	MIAMI
ISMIS	2017	23rd International Symposium on Methodologies for Intelligent Systems	WARSAW
ISMW FRUCT	2016	International FRUCT conference on Intelligence, Soсial Media and Web	ST. PETERSBURG
ISNEM@INCoS	2015	Special track on Intelligent Sensor Networks for Environmental Monitoring	TAIPEI
ISNN	2017	Fourteenth International Symposium on Neural Networks	SAPPORO
ISSEA	2016	Special Session on Intelligent Systems and Software Engineering Advances	DRUSKININKAI
ISSNIP	2015	CFP: The IEEE 10th International Conference on Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP) Call for Papers & Call for Demos/Videos [*Final Extension]	SINGAPORE
ISWC-InUse	2013	The 12th International Semantic Web Conference - In Use Track	SYDNEY
ISW-LOD	2016	4th International Workshop on Semantic Web and Linked Open Data	SAN JOSE
ITBAM	2016	7th International Conference on Information Technology in Bio- and Medical Informatics	PORTO
ITCSE	2016	Fifth International Conference on Information Technology Convergence and Services	SYDNEY
iThings	2016	The 9th IEEE International Conference on Internet of Things	CHENGDU
ITNG	2016	13th Int'l Conf. on Information Technology- New Generations	LAS VEGAS
ITPF	2016	The 5th international conference on Information Technology, Present and Future	MASHHAD
ITS	2016	13th International Conference on Intelligent Tutoring System	ZAGREB
ITSBD	2016	International workshop on Intelligent Transportation Systems and Big Data	THESSALONIKI
ITxOT Analytics	2015	1st Workshop on ITxOT Analytics @ IEEE Big Data 2015	SANTA CLARA
IUI	2017	Intelligent User Interfaces	LIMASSOL
IUI 2017 - Posters and Demos	2017	22nd ACM International Conference on Intelligent User Interfaces - Posters and Demos	LIMASSOL
IUPT	2014	The 4th International Symposium on Internet of Ubiquitous and Pervasive Things	HASSELT
IUPT	2015	The 5th International Symposium on Internet of Ubiquitous and Pervasive Things	LONDON
IVA	2016	Intelligent Virtual Agents Conference	LOS ANGELES
IVAE	2016	1st Workshop on Intelligent Virtual and Augmented Environments	GREENVILLE
IVUS	2016	Information Society and University Studies	KAUNAS
IWBDS	2016	International Workshop on Big Data of Services	SHANGHAI
IWFBDC	2015	IEEE International Workshop on Foundations of Big Data Computing	BENGALURU
IWPR	2017	2017 the Second International Workshop on Pattern Recognition (IWPR 2017)--Ei, Scopus and ISI	SINGAPORE
IWSPA	2016	International Workshop on Security And Privacy Analytics - 2016	NEW ORLEANS
IWSPA	2017	3rd International Workshop on Security and Privacy Analytics	SCOTTSDALE
JCSSE	2015	The 12th International Joint Conference on Computer Science and Software Engineering	HATYAI
JCSSE	2016	The 13th International Joint Conference on Computer Science and Software Engineering	KHON KAEN
JELIA 2016	2016	15th European Conference On Logics In Artificial Intelligence	LARNACA
JFGG	2016	Journées thématiques : Fouille de grands graphes	NÎMES
JFPC	2016	Douzièmes Journées Francophones de Programmation par Contraintes	MONTPELLIER
JFSMA	2016	Journées Francophones sur les Systèmes Multi-Agents	ROUEN
JISBD	2011	XVI Jornadas de Ingeniería del Software y Bases de Datos	A CORUÑA
JISBD	2012	XVII Jornadas de Ingeniería del Software y Bases de Datos	ALMERÍA
JISBD	2014	Jornadas de Ingeniería del Software y Bases de Datos	CADIZ
JSAI-isAI	2016	JSAI International Symposia on AI 2016	YOKOHAMA
KACSTIT	2016	The 4th Saudi International Conference on Information Technology (Big Data Analysis)	RIYADH
KALSIMIS	2017	Knowledge Acquisition and Learning in Semantic Interpretation of Medical Image Structures	PORTO
KAM	2015	21st Conference on Knowledge Acquisition and Management	LODZ
KARE	2016	9th International Workshop on Knowledge Acquisition Reuse & Evaluation	NAPLES
KDD	2011	The 17th ACM SIGKDD Conference on Knowledge Discovery and Data Mining	SAN DIEGO
KDD	2015	21th ACM SIGKDD Conference on Knowledge Discovery and Data Mining	SYDNEY
KDD	2016	22nd ACM SIGKDD international conference on knowledge discovery and data mining	SAN FRANCISCO
KDD	2017	Knowledge Discovery and Data Mining	HALIFAX
KDMILE	2015	3rd Symposium on Knowledge Discovery Mining and Learning	ITAIPAVA
KDWEB	2015	1st International Workshop on Knowledge Discovery on the WEB	CAGLIARI
KDWEB	2016	2nd International Workshop on Knowledge Discovery on the Web	CAGLIARI
KEOD	2011	Int'l Conf. on Knowledge Engineering and Ontology Development	PARIS
KES	2015	Theory and Applications of Forecasting - Invited Session	SORRENTO
KES-AMSTA-17 / IS04 (AMAT-CMS 2017)	2017	Invited Session on Agent and Multi-Agent Based Technologies in Current and Future Combat and Mission Systems	VILAMOURA
KES-IDT-17 / IS09 (IDT-CMS 2017)	2017	Invited Session on Intelligent Decision Technologies for Manned and Unmanned Combat and Mission Systems	VILAMOURA
KES-IDT	2012	4th KES International Conference on Intelligent Decision Technologies	GIFU
KES-IDT	2015	Theory and Applications of Forecasting - Invited Session - 2nd CALL FOR PAPERS	SORRENTO
KES-IDT	2016	8th International KES Conference on Intelligent Decision Technologies	PUERTO DE LA CRUZ
KES IDT DSS	2017	KES IDT - Decision Support Systems - Special Session	VILAMOURA
KES-IDT IS	4	Intelligent Data Analysis and Applications	TENERIFE
KES-MDA	2016	KES 2016 Invited Session on Machine Learning for Multimedia Data Analysis	YORK
KI	2016	39th German Conference on Artificial Intelligence / ÖGAI-Tagung 2016	KLAGENFURT
KRR@SAC	2017	Knowledge Representation and Reasoning (track of the 32st ACM/SIGAPP Symposium On Applied Computing)	MARRAKECH
L@S	2016	L@S 2016: Third Annual ACM Conference on Learning at Scale	EDINBURGH
L@S	2017	L@S 2017: Fourth Annual ACM Conference on Learning at Scale	MASSACHUSETTS INSTITUTE OF TECHNOLOGY
LANMR	2016	LANMR 2016 : Ninth Latin American Workshop on Logic/Languages, Algorithms and New Methods of Reasoning 2016	PUEBLA
LaSh	2016	Fifth Workshop on Logic and Search	NEW YORK
LDMC -	15	2nd CfP: Linked Data Mining Challenge at Know@LOD / ESWC 2015	PORTOROZ
LDMC	2015	CfP: 3rd Linked Data Mining Challenge at Know@LOD / ESWC 2015	PORTOROZ
LearningSys	2015	NIPS 2015 Workshop on Machine Learning Systems	MONTREAL
LIIE	2016	Legal Issues in Intelligent Environments'16	LONDON
LSCNA	2015	Workshop on Large Scale Complex Network Analysis	KOLKATA
LWA/KDML	2015	Workshop on Knowledge Discovery, Data Mining and Machine Learning	TRIER
LWDA/KDML	2016	Workshop on Knowledge Discovery, Data Mining and Machine Learning	POTSDAM
LWDM	2014	4th International Workshop on Linked Web Data Management	ATHENS
LWMOOCs	2015	2015 Learning with MOOCs Workshop, Teachers College, Columbia University, New York (Oct 2-3, 2015)	COLUMBIA UNIVERSITY
MAICS	2016	Modern AI and Cognitive Science Conference	UNIVERSITY OF DAYTON
MaLTeSQuE	2017	Machine Learning Techniques for Software Quality Evaluation	KLAGENFURT
MAMLAKE	2017	Special Session on Modern Applications of Machine Learning for Actionable Knowledge Extraction	KANAZAWA
MANEM	2015	First International workshop on Multiplex & Attributed Networks Mining	PARIS
MASC-SLL	2016	Mid-Atlantic Student Colloquium on Speech, Language and Learning	PHILADELPHIA
MaxEnt	2015	35th International Workshop on Bayesian Inference and Maximum Entropy Methods in Science and Engineering	CLARKSON UNIVERSITY
MCMC	2016	2016 International Conference on Multi-lingual Computer Mediated Communication (MCMC 2016)	HONG KONG
MCS	2015	12th International Workshop on Multiple Classifier Systems	ULM UNIVERSITY
MCSD	2012	Mining Complex and Stream Data, MCSD 12	POZNAN
MDDE	2012	The First International Workshop on Multimedia Databases and Data Engineering	ISTANBUL
MDDM	2016	1st International Workshop on Maritime Domain Data Mining at ICDM 2016	BARCELONA
MDM	2012	13th IEEE International Conference on Mobile Data Management	BANGALORE
MDM	2014	15th IEEE International Conference on Mobile Data Management	BRISBANE
MDM	2015	International Conference on Mobile Data Management	PITTSBURGH
MDSP	2012	The 1st International Workshop on Massive Data Storage and Processing	HARBIN
MECHA	2016	Third International Conference on Mechanical Engineering	DUBAI
MECN	2016	Second International Conference on Mechanical Engineering	DUBAI
MEDI	2012	2nd International Conference On Model and Data Engineering	POITIERS
MEDI	2013	Third International Conference On Model and Data Engineering	AMANTEA
MetaSel	2015	ECMLPKDD Workshop on Meta-learning and Algorithm Selection	PORTO
MHDW	2015	4th Mining Humanistic Data Workshop	ISLAND OF RHODES
MHDW	2016	5th Mining Humanistic Data Workshop	THESSALONIKI
MIDAS	2016	The First Workshop on MIning DAta for financial applicationS @ECML-PKDD 2016	RIVA DEL GARDA
MIKE	2016	The Fourth International Conference on MINING INTELLIGENCE AND KNOWLEDGE EXPLORATION	MEXICO CITY
MIMIC	2011	Fifth International Workshop on Management and Interaction with Multimodal Information Content	TOULOSE
MindCare	2016	6th EAI International Symposium on Pervasive Computing Paradigms for Mental Health	BARCELONA
Mine4Dev	2015	1st African Workshop on Open Data and Data Mining for Development	COTONOU
miproBIS	2013	Business Intelligence Systems	OPATIJA
MIWAI	2016	The 10th Multi-disciplinary International Workshop on Artificial Intelligence	CHIANG MAI
MLDM	2016	Machine Learning and Data Mining in Pattern Recognition	NEW YORK
MLDM	2017	Machine Learning and Data Mining in Pattern Recognition	NEW YORK
MLG	2016	12th International Workshop on Mining and Learning with Graphs	SAN FRANCISCO
MLHPC	2015	Machine Learning in High Performance Computing Environments Workshop	AUSTIN
MLHPC	2016	Machine Learning in High Performance Computing Environments Workshop	SALT LAKE CITY
ML-HPC	2016	NATIONAL CONFERENCE ON MACHINE LEARNING AND HIGH PERFORMANCE COMPUTING	PUNE
MLICOM	2016	The First International Conference on Machine Learning and Intelligent Communications	SHANGHAI
MLIS	2015	ICML Workshop on Machine Learning for Interactive Systems (MLIS'15)	LILLE
MLOSS	2015	ICML 2015 Workshop on Machine Learning Open Source Software: Open Ecosystems	LILLE
MLPM	2016	Special Session on Machine Learning for Predictive Models in Engineering Applications - IEEE ICMLA 2016	CALIFORNIA
MLPMEA	2015	2015 Workshop on Machine Learning for Predictive Models for Engineering Applications (MLPMEA 2015)	MIAMI
MLPRA	2015	6th International Workshop on Machine Learning, Pattern Recognition and Applications	AMSTERDAM
MLRec	2015	1st International Workshop on Machine Learning Methods for Recommender Systems	BRITISH COLUMBIA
MLSA	2015	Machine Learning and Data Mining for Sports Analytics (MLSA 15) @ ECML/PKDD 2015	PORTO
MLSA	2016	Machine Learning and Data Mining for Sports Analytics (MLSA 16) @ ECML/PKDD 2016	RIVA DEL GARDA
MLSB posters	2016	Call for Poster abstracts: 10th International Workshop Machine Learning in Systems Biology (MLSB-2016)	THE HAGUE
MLSCPS	2016	2016 IEEE Workshop on Machine Learning in Security of Cyber-Physical Systems (MLSCPS)	ANAHEIM
MLSLP	2015	Machine Learning in Spoken Language Processing	AIZU
MLSP	2016	IEEE International Workshop on MACHINE LEARNING FOR SIGNAL PROCESSING	VIETRI SUL MARE
MLSP Special Session	2016	Special Session @ MLSP 2016 : Computational Methods for Audio Analysis	VIETRI SUL MARE
MobiArch	2015	10th ACM Workshop on Mobility in the Evolving Internet Architecture	PARIS
MobiDE	2011	10th ACM International Workshop on Data Engineering for Wireless and Mobile Access	ATHENS
MobiDE	2012	11th International ACM Workshop on Data Engineering for Wireless and Mobile Access	SCOTTSDALE
MobiDE	2013	12th International ACM Workshop on Data Engineering for Wireless and Mobile Access	NEW YORK
MobileDM	2015	MobileDM 2015: The First International Workshop on Mobile Data Mining (ICDM 2015)	ATLANTA
MobiMedia	2016	MOBIMEDIA 2016 9th EAI INTERNATIONAL CONFERENCE ON MOBILE MULTIMEDIA COMMUNICATIONS	XI'AN
MobiSocial	2015	3rd IEEE International Workshop on Mobile Data Management, Mining, and Computing on Social Networks	PITTSBURGH
MOD	2016	2nd International Workshop on Machine learning, Optimization & big Data	VOLTERRA
MORE-BI	2012	2nd Int. Workshop on Modeling and Reasoning for Business Intelligence (MORE-BI 2012) at ER 2012	FLORENCE
MoReBikeS Challenge	2015	MoReBikeS: 2015 ECML-PKDD Challenge on Model Reuse with Bike rental Station data	PORTO
MPCHS	2016	1st International Workshop on Multi-Perspective Consumer Health Search	MONTREAL
MSA	2016	Multivariate Statistical Analysis MSA 2016	LODZ
MT4BD	2016	3nd Workshop on New Methods and Tools for Big Data	THESSALONIKI
MUD@ICML	2015	2nd International Workshop on Mining Urban Data	LILLE
MUSE	2015	6th International Workshop on Mining Ubiquitious and Social Environments	PORTO
MWDA	2016	WAIM2016 Workshop on Mobile Web Data Analytics	NANCHANG
MWDHealth	2016	The International Workshop on Mining Wearable Data for Healthcare	CHICAGO
NCCOCE	2016	National Conference on Challenges and oppourtunities in computer Engineering	BANGALORE
NEDB Summit	2012	Fifth Annual New England Database Summit	CAMBRIDGE
NetSciX	2016	2nd International School and Conference on Network Science	WROCLAW
NetSys PhD Forum	2013	The Conference on Networked Systems PhD Forum	STUTTGART
NIMD	2012	Networking Implantable Medical Devices	ROME
NIPS	2015	Neural Information Processing Systems Conference	MONTREAL
NIPS	2016	The Thirtieth Annual Conference on Neural Information Processing Systems	BARCELONA
